pre_metric,post_metric,user_id
118.26756559957423,101.78650001769255,1
69.21668089801966,82.51506274974112,2
109.58063975308846,98.38293059848509,3
100.69637227660945,104.81778815887908,4
113.18250024181069,100.51763121981372,5
103.8562924999839,93.98148510871495,6
118.27258627586176,103.40378672628334,7
100.31743759151766,101.1899644277664,8
94.83770555507519,96.89815953417944,9
105.80484921339718,94.54874807896155,10
104.32106861337739,85.53514861493383,11
96.43160642596649,101.27893124625749,12
97.52696178011816,102.92350981991528,13
107.19440678185327,94.16910723270998,14
107.04315993861994,101.18754326012748,15
95.0606576976482,97.73718554989469,16
96.32286275980003,91.12929673433115,17
81.93209610413467,87.83699666435835,18
116.7920746748847,93.39738251723706,19
97.75709121607123,90.37036531100405,20
113.3727743049541,105.38507435760609,21
104.17465593807187,95.6468579242598,22
119.43962774624916,114.0697419912184,23
115.37109976128164,110.5765475373978,24
103.18298439352904,100.6743948183425,25
114.80763419858435,108.8778396444785,26
90.49876478390027,100.59933361915965,27
112.58618142989013,104.28054625169452,28
85.1957637240781,98.35252164081122,29
103.43236367574262,101.90597450523458,30
110.64876469210243,109.96697137908974,31
102.23632141648771,92.14162091453338,32
96.32862502761012,89.93201891852596,33
91.94439955320564,95.62781224373171,34
96.57199984857553,89.95488840822559,35
110.51125142503177,107.32112569207057,36
108.90839446245889,103.29269689838102,37
97.37868537035159,97.66099839719044,38
87.53995652687138,105.45891537455924,39
106.73997241885287,87.40483569702057,40
85.50126063524243,99.2461970089984,41
94.69145095378379,98.55353406054988,42
92.65171622807736,106.5818850557101,43
107.43265210237615,96.66547081946659,44
102.35949741380566,91.66966623879378,45
104.61854732271625,97.24390075784912,46
102.72407910464796,95.8253633091419,47
93.22069883779913,102.29060798061026,48
105.35475983047878,98.51103893891667,49
114.12460368404439,106.52237583686686,50
99.63228757055403,99.22435936745201,51
106.3359446445424,103.24739735078902,52
98.74096807036261,98.7293186922018,53
110.28555427354272,100.50262958352586,54
106.66636652151281,101.74547372520475,55
108.75819470791214,111.17047341618054,56
103.48422995559059,105.15259450597615,57
116.40003882110727,105.12845254355513,58
96.38849421371752,99.13840866690599,59
96.65833922781948,104.19911845196106,60
94.081400164592,82.3901290929837,61
106.10962701968474,97.43714421876788,62
93.77599729293345,96.09353018070726,63
93.55467363499864,94.34873762025643,64
107.27474829620351,110.71919021272363,65
111.62095772050685,105.14195829582974,66
105.74351488562169,101.07789109498708,67
73.16896444533145,74.03030598134049,68
90.46367550328199,108.51634005474648,69
89.2651051936852,98.80346741431954,70
87.92488820273165,82.21337433848058,71
95.92232351762813,92.86184525300895,72
118.17543233702631,100.63976622851935,73
96.92601446234087,108.58657970814355,74
92.64554225637285,95.36587098784946,75
106.98822744838944,103.69054780301559,76
100.69171729439506,93.35672942023326,77
101.20681128660706,74.7464437558686,78
93.13325887920946,97.08560438552621,79
99.98495532962085,95.28862624646194,80
104.34537179814168,100.02174887885462,81
80.88693422839549,84.96832133769584,82
83.89775668989478,88.06521510291964,83
110.84560558851825,98.4796960780395,84
108.43004574924058,103.4041696667187,85
94.93343282440877,97.34512027415606,86
89.7979609558278,102.11708837442063,87
98.14453374290305,103.15848501066549,88
88.06347709558798,90.12960463013435,89
96.59903009393777,91.58688732526853,90
116.51100423975727,124.25258913532491,91
101.32071843506533,98.87582450322851,92
111.66288436354795,118.46103598928757,93
97.77379471290656,118.24418096057153,94
103.69415561910989,103.80118611337386,95
113.85830492999298,96.96768199015749,96
86.64062442777751,78.42117264474798,97
96.52522005350176,98.18049682428679,98
98.43101499454565,103.44388262456809,99
102.81981179365364,89.98184410050746,100
115.53666722804394,95.66699836143569,101
106.85527003579868,101.75618575897734,102
85.02333401481928,86.4617448019983,103
97.29027958820645,102.28825313141208,104
91.06356584516982,90.99636940350948,105
90.80952970037104,98.76007540618258,106
120.24827715003514,111.17993989230331,107
